,Nome da instituicao,Sigla da instituicao,Nome da base de dados,Sigla da base de dados,Responsavel pelo registro,Numero do registro no portal,Numero do registro na base de dados,Data do registro,Data do evento,Data de Carencia,Nome cientifico,Nome comum,Nome cientifico na base de dados,Nivel taxonomico,Numero de individuos,Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Estado de conservacao,Categoria de Ameaca,Localidade,Pais,Estado/Provincia,Municipio,Status de Sensibilidade,lat,lon,Outras informacoes da localidade,Jurisdicao,"Destino do Material
"
368,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Otávio Froehlich,342126,"Nº Da Autorização/Licença Sisbio: 30418, Projeto: Levantamento De Peixes Do Córrego Bandeira E Afluentes No Município De  Campo Grande-Ms",31/08/2011,01/09/2011 a 30/10/2011,16/09/2012,Astyanax fasciatus,Lambari-do-rabo-vermelho,Astyanax fasciatus,species,1,Sem Informações,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax fasciatus,Espécie não Ameaçada,Sem Informações,Alto Córrego Bandeira,Brasil,MS,Campo Grande,Espécie não Sensível,-20.490833,-54.574722,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
369,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Otávio Froehlich,342127,"Nº Da Autorização/Licença Sisbio: 30418, Projeto: Levantamento De Peixes Do Córrego Bandeira E Afluentes No Município De  Campo Grande-Ms",31/08/2011,01/09/2011 a 30/10/2011,16/09/2012,Poecilia reticulata,Sem Informações,Poecilia reticulata,species,19,Sem Informações,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia reticulata,Espécie não Ameaçada,Sem Informações,Alto Córrego Bandeira,Brasil,MS,Campo Grande,Espécie não Sensível,-20.490833,-54.574722,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
370,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Otávio Froehlich,342128,"Nº Da Autorização/Licença Sisbio: 30418, Projeto: Levantamento De Peixes Do Córrego Bandeira E Afluentes No Município De  Campo Grande-Ms",31/08/2011,01/09/2011 a 30/10/2011,16/09/2012,Poecilia reticulata,Sem Informações,Poecilia reticulata,species,127,Sem Informações,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia reticulata,Espécie não Ameaçada,Sem Informações,Córrego Cabaça,Brasil,MS,Campo Grande,Espécie não Sensível,-20.487778,-54.6,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
371,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Otávio Froehlich,342159,"Nº Da Autorização/Licença Sisbio: 30418, Projeto: Levantamento De Peixes Do Córrego Bandeira E Afluentes No Município De  Campo Grande-Ms",31/08/2011,01/09/2011 a 30/10/2011,16/09/2012,Poecilia reticulata,Sem Informações,Poecilia reticulata,species,64,Sem Informações,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia reticulata,Espécie não Ameaçada,Sem Informações,Córrego Portinho Pache,Brasil,MS,Campo Grande,Espécie não Sensível,-20.4875,-54.585,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
372,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Otávio Froehlich,342160,"Nº Da Autorização/Licença Sisbio: 30418, Projeto: Levantamento De Peixes Do Córrego Bandeira E Afluentes No Município De  Campo Grande-Ms",31/08/2011,01/09/2011 a 30/10/2011,16/09/2012,Hypostomus ancistroides,Cascudo,Hypostomus ancistroides,species,4,Sem Informações,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus ancistroides,Espécie não Ameaçada,Sem Informações,Córrego Portinho Pache,Brasil,MS,Campo Grande,Espécie não Sensível,-20.4875,-54.585,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
373,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Otávio Froehlich,342161,"Nº Da Autorização/Licença Sisbio: 30418, Projeto: Levantamento De Peixes Do Córrego Bandeira E Afluentes No Município De  Campo Grande-Ms",31/08/2011,01/09/2011 a 30/10/2011,16/09/2012,Hypostomus ancistroides,Cascudo,Hypostomus ancistroides,species,1,Sem Informações,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus ancistroides,Espécie não Ameaçada,Sem Informações,Córrego Cabaça,Brasil,MS,Campo Grande,Espécie não Sensível,-20.487778,-54.6,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
374,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Otávio Froehlich,342182,"Nº Da Autorização/Licença Sisbio: 30418, Projeto: Levantamento De Peixes Do Córrego Bandeira E Afluentes No Município De  Campo Grande-Ms",31/08/2011,01/09/2011 a 30/10/2011,16/09/2012,Piabina argentea,Piaba,Piabina argentea,species,12,Sem Informações,Chordata,Actinopterygii,Characiformes,Characidae,Piabina,Piabina argentea,Espécie não Ameaçada,Sem Informações,Córrego Portinho Pache,Brasil,MS,Campo Grande,Espécie não Sensível,-20.4875,-54.585,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
375,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Maria Das Graças Lapa Wanderley,352487,"Nº Da Autorização/Licença Sisbio: 23248, Projeto: Taxonomia E Evolução De Grupos-Chave De Monocotiledôneas Brasileiras ? Bromeliaceae & Xyridaceae",21/10/2012,22/10/2012 a 22/10/2012,01/09/2018,Abolboda poarchon,Sem Informações,Abolboda poarchon,species,5,Sem Informações,Magnoliophyta,Liliopsida,Poales,Xyridaceae,Abolboda,Abolboda poarchon,Espécie não Ameaçada,Sem Informações,Apa Guariroba,Brasil,MS,Campo Grande,Espécie não Sensível,-20.530556,-54.406389,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
376,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Marlon Cezar Cominetti,3177,"Nº Da Autorização/Licença Sisbio: 16611, Projeto: Aspectos Eco-Epidemiológicos De Trypanosoma Cruzi Coletados Em Três Espécies Simpátricas De Tatus (Dasypus Novemcinctus, Cabassous Unicinctus E Tolypeutes Matacus) Em Áreas Silvestres E Rurais De Mato Gros",09/02/2009,10/02/2009 a 09/04/2009,28/08/2011,Rattus rattus,Sem Informações,Rattus rattus,species,4,Sem Informações,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,Espécie não Ameaçada,Sem Informações,Comunidade Rural De Furnas Do Dionízio.,Brasil,MS,Jaraguari,Espécie não Sensível,-20.150372,-54.574214,Sem Informações,Sem Informações,"Solto/mantido na natureza
"
377,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Marlon Cezar Cominetti,3183,"Nº Da Autorização/Licença Sisbio: 16611, Projeto: Aspectos Eco-Epidemiológicos De Trypanosoma Cruzi Coletados Em Três Espécies Simpátricas De Tatus (Dasypus Novemcinctus, Cabassous Unicinctus E Tolypeutes Matacus) Em Áreas Silvestres E Rurais De Mato Gros",09/02/2009,10/02/2009 a 09/04/2009,28/08/2011,Bos taurus,Sem Informações,Bos taurus,species,2,Sem Informações,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Espécie não Ameaçada,Sem Informações,Comunidade Rural De Furnas Do Dionízio.,Brasil,MS,Jaraguari,Espécie não Sensível,-20.150372,-54.574214,Sem Informações,Sem Informações,"Solto/mantido na natureza
"
378,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Marlon Cezar Cominetti,3185,"Nº Da Autorização/Licença Sisbio: 16611, Projeto: Aspectos Eco-Epidemiológicos De Trypanosoma Cruzi Coletados Em Três Espécies Simpátricas De Tatus (Dasypus Novemcinctus, Cabassous Unicinctus E Tolypeutes Matacus) Em Áreas Silvestres E Rurais De Mato Gros",09/02/2009,10/02/2009 a 09/04/2009,28/08/2011,Ovis aries,Sem Informações,Ovis aries,species,51,Sem Informações,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Espécie não Ameaçada,Sem Informações,Comunidade Rural De Furnas Do Dionízio.,Brasil,MS,Jaraguari,Espécie não Sensível,-20.150372,-54.574214,Sem Informações,Sem Informações,"Solto/mantido na natureza
"
379,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Marlon Cezar Cominetti,3186,"Nº Da Autorização/Licença Sisbio: 16611, Projeto: Aspectos Eco-Epidemiológicos De Trypanosoma Cruzi Coletados Em Três Espécies Simpátricas De Tatus (Dasypus Novemcinctus, Cabassous Unicinctus E Tolypeutes Matacus) Em Áreas Silvestres E Rurais De Mato Gros",09/02/2009,10/02/2009 a 09/04/2009,28/08/2011,Didelphis albiventris,Gambá-de-orelha-branca,Didelphis albiventris,species,2,Sem Informações,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,Espécie não Ameaçada,Sem Informações,Comunidade Rural De Furnas Do Dionízio.,Brasil,MS,Jaraguari,Espécie não Sensível,-20.150372,-54.574214,Sem Informações,Sem Informações,"Solto/mantido na natureza
"
380,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rogério Rodrigues Faria,333494,"Nº Da Autorização/Licença Sisbio: 11608, Projeto: Eficiência De Polinização, Padrões De Fluxo De Pólen E Caracterização Morfométrica De Flores Em Três Populações Da  Espécie Distílica Psychotria Carthagenensis Jacq. (Rubiaceae) Em Áreas De Cerrado",30/09/2009,01/10/2009 a 21/12/2009,14/08/2012,Psychotria carthagenensis,Sem Informações,Psychotria carthagenensis,species,3,Sem Informações,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Psychotria,Psychotria carthagenensis,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.45,-54.562778,Coordenada exata da ocorrência,Sem Informações,"Descartado
"
381,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rogério Rodrigues Faria,333497,"Nº Da Autorização/Licença Sisbio: 11608, Projeto: Eficiência De Polinização, Padrões De Fluxo De Pólen E Caracterização Morfométrica De Flores Em Três Populações Da  Espécie Distílica Psychotria Carthagenensis Jacq. (Rubiaceae) Em Áreas De Cerrado",30/09/2009,01/10/2009 a 21/12/2009,14/08/2012,Apis mellifera,Sem Informações,Apis mellifera,species,2,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,Espécie não Ameaçada,Sem Informações,Reserva Florestal Da Embrapa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.428056,-54.7175,Coordenada exata da ocorrência,Sem Informações,"Descartado
"
382,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rogério Rodrigues Faria,333513,"Nº Da Autorização/Licença Sisbio: 11608, Projeto: Eficiência De Polinização, Padrões De Fluxo De Pólen E Caracterização Morfométrica De Flores Em Três Populações Da  Espécie Distílica Psychotria Carthagenensis Jacq. (Rubiaceae) Em Áreas De Cerrado",30/09/2009,01/10/2009 a 21/12/2009,14/08/2012,Psychotria carthagenensis,Sem Informações,Psychotria carthagenensis,species,3,Sem Informações,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Psychotria,Psychotria carthagenensis,Espécie não Ameaçada,Sem Informações,Reserva Biológica Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.499442,-54.613889,Coordenada exata da ocorrência,Sem Informações,"Descartado
"
383,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rogério Rodrigues Faria,333529,"Nº Da Autorização/Licença Sisbio: 11608, Projeto: Eficiência De Polinização, Padrões De Fluxo De Pólen E Caracterização Morfométrica De Flores Em Três Populações Da  Espécie Distílica Psychotria Carthagenensis Jacq. (Rubiaceae) Em Áreas De Cerrado",30/09/2009,01/10/2009 a 21/12/2009,14/08/2012,Paratrigona lineata,Sem Informações,Paratrigona lineata,species,2,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Paratrigona,Paratrigona lineata,Espécie não Ameaçada,Sem Informações,Reserva Florestal Da Embrapa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.428056,-54.7175,Coordenada exata da ocorrência,Sem Informações,"Descartado
"
384,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rogério Rodrigues Faria,333548,"Nº Da Autorização/Licença Sisbio: 11608, Projeto: Eficiência De Polinização, Padrões De Fluxo De Pólen E Caracterização Morfométrica De Flores Em Três Populações Da  Espécie Distílica Psychotria Carthagenensis Jacq. (Rubiaceae) Em Áreas De Cerrado",30/09/2009,01/10/2009 a 21/12/2009,14/08/2012,Paratrigona lineata,Sem Informações,Paratrigona lineata,species,2,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Paratrigona,Paratrigona lineata,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.45,-54.562778,Coordenada exata da ocorrência,Sem Informações,"Descartado
"
385,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rogério Rodrigues Faria,333549,"Nº Da Autorização/Licença Sisbio: 11608, Projeto: Eficiência De Polinização, Padrões De Fluxo De Pólen E Caracterização Morfométrica De Flores Em Três Populações Da  Espécie Distílica Psychotria Carthagenensis Jacq. (Rubiaceae) Em Áreas De Cerrado",30/09/2009,01/10/2009 a 21/12/2009,14/08/2012,Hypoleria lavinia,Sem Informações,Hypoleria lavinia,species,1,Sem Informações,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypoleria,Hypoleria lavinia,Espécie não Ameaçada,Sem Informações,Reserva Biológica Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.45,-54.562778,Coordenada exata da ocorrência,Sem Informações,"Descartado
"
386,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,328850,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",09/12/2012,10/12/2012 a 14/12/2012,23/08/2015,Rhinella schneideri,Sem Informações,Rhinella schneideri,species,1,Sem Informações,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella schneideri,Espécie não Ameaçada,Sem Informações,Estação Ecológica Do Dahma,Brasil,MS,Campo Grande,Espécie não Sensível,-20.479719,-54.550556,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
387,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,328851,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",10/03/2013,11/03/2013 a 15/03/2013,23/08/2015,Physalaemus albonotatus,Sem Informações,Physalaemus albonotatus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus,Physalaemus albonotatus,Espécie não Ameaçada,Sem Informações,Chácara Coqueiral,Brasil,MS,Campo Grande,Espécie não Sensível,-20.494717,-54.588889,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
388,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,328852,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",18/11/2012,19/11/2012 a 23/11/2012,23/08/2015,Rhinella schneideri,Sem Informações,Rhinella schneideri,species,1,Sem Informações,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella schneideri,Espécie não Ameaçada,Sem Informações,Reserva Biológica Da Base Aérea,Brasil,MS,Campo Grande,Espécie não Sensível,-20.466108,-54.655,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
389,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,328853,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",02/12/2012,03/12/2012 a 07/12/2012,23/08/2015,Physalaemus albonotatus,Sem Informações,Physalaemus albonotatus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus,Physalaemus albonotatus,Espécie não Ameaçada,Sem Informações,Reserva Biológica Da Base Aérea,Brasil,MS,Campo Grande,Espécie não Sensível,-20.466108,-54.655,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
390,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Erich Arnold Fischer,329569,Nº Da Autorização/Licença Sisbio: 10615,27/05/2013,28/05/2013 a 31/05/2013,16/07/2016,Nyctinomops laticaudatus,Morcego,Nyctinomops laticaudatus,species,4,Sem Informações,Chordata,Mammalia,Chiroptera,Molossidae,Nyctinomops,Nyctinomops laticaudatus,Espécie não Ameaçada,Sem Informações,"Campus Da Ufms, Perímetro Urbano",Brasil,MS,Campo Grande,Espécie não Sensível,-20.461944,-54.609722,Coordenada aproximada,Sem Informações,"Solto/mantido na natureza
"
391,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,331978,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",27/01/2013,28/01/2013 a 04/02/2013,23/08/2015,Physalaemus albonotatus,Sem Informações,Physalaemus albonotatus,species,3,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus,Physalaemus albonotatus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
392,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,331992,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",24/02/2013,25/02/2013 a 01/03/2013,23/08/2015,Physalaemus albonotatus,Sem Informações,Physalaemus albonotatus,species,2,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus,Physalaemus albonotatus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
393,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,332026,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",09/12/2012,10/12/2012 a 14/12/2012,23/08/2015,Eupemphix nattereri,Sem Informações,Eupemphix nattereri,species,1,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Eupemphix,Eupemphix nattereri,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
394,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,332027,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",27/01/2013,28/01/2013 a 04/02/2013,23/08/2015,Leptodactylus mystacinus,Rã-assobiadora,Leptodactylus mystacinus,species,2,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus mystacinus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
395,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,332044,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",25/11/2012,26/11/2012 a 30/11/2012,23/08/2015,Physalaemus albonotatus,Sem Informações,Physalaemus albonotatus,species,4,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus,Physalaemus albonotatus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
396,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,332046,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",10/03/2013,11/03/2013 a 15/03/2013,23/08/2015,Leptodactylus mystacinus,Rã-assobiadora,Leptodactylus mystacinus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus mystacinus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
397,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,332047,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",10/03/2013,11/03/2013 a 18/03/2013,23/08/2015,Physalaemus albonotatus,Sem Informações,Physalaemus albonotatus,species,3,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus,Physalaemus albonotatus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
398,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Douglas De Araujo,735178,Nº Da Autorização/Licença Sisbio: 15382,14/07/2014,15/07/2014 a 15/07/2014,30/06/2016,Thwaitesia bracteata,Sem Informações,Thwaitesia bracteata,species,1,Sem Informações,Arthropoda,Arachnida,Araneae,Theridiidae,Thwaitesia,Thwaitesia bracteata,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.509167,-54.615056,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
399,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Douglas De Araujo,735179,Nº Da Autorização/Licença Sisbio: 15382,14/07/2014,15/07/2014 a 15/07/2014,30/06/2016,Rhomphaea projiciens,Sem Informações,Rhomphaea projiciens,species,8,Sem Informações,Arthropoda,Arachnida,Araneae,Theridiidae,Rhomphaea,Rhomphaea projiciens,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.509167,-54.615056,Coordenada exata da ocorrência,Sem Informações,"Depositado em coleção/museu
"
400,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Douglas De Araujo,735181,Nº Da Autorização/Licença Sisbio: 15382,17/09/2014,18/09/2014 a 18/09/2014,30/06/2016,Thwaitesia bracteata,Sem Informações,Thwaitesia bracteata,species,13,Sem Informações,Arthropoda,Arachnida,Araneae,Theridiidae,Thwaitesia,Thwaitesia bracteata,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.509167,-54.615056,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
401,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Douglas De Araujo,735182,Nº Da Autorização/Licença Sisbio: 15382,17/09/2014,18/09/2014 a 18/09/2014,30/06/2016,Rhomphaea projiciens,Sem Informações,Rhomphaea projiciens,species,7,Sem Informações,Arthropoda,Arachnida,Araneae,Theridiidae,Rhomphaea,Rhomphaea projiciens,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.509167,-54.615056,Coordenada exata da ocorrência,Sem Informações,"Depositado em coleção/museu
"
402,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Douglas De Araujo,735183,Nº Da Autorização/Licença Sisbio: 15382,23/10/2014,24/10/2014 a 24/10/2014,30/06/2016,Rhomphaea projiciens,Sem Informações,Rhomphaea projiciens,species,1,Sem Informações,Arthropoda,Arachnida,Araneae,Theridiidae,Rhomphaea,Rhomphaea projiciens,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.509167,-54.615056,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
403,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Douglas De Araujo,735184,Nº Da Autorização/Licença Sisbio: 15382,23/10/2014,24/10/2014 a 24/10/2014,30/06/2016,Thwaitesia bracteata,Sem Informações,Thwaitesia bracteata,species,1,Sem Informações,Arthropoda,Arachnida,Araneae,Theridiidae,Thwaitesia,Thwaitesia bracteata,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.509167,-54.615056,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
